Design No.,Contractor,Mix Type,Grade,Binder Content,Binder Type,Traffic Level,FLc,Flf,AL,GA,HN,IL,JA,KY,MX,NS,NB,QC,SC,TN,AL2,GA2,HN2,IL2,JA2,KY2,MX2,NS2,NB2,QC2,SC2,TN2,Sand,RAP,BLEND SUM,Design No.
10617A,APAC First Coast Division,SP 12.5,Fine,5.5,RA 750,C,0.00,0.00,0.00,34.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,40.00,100.00,SP 12 10617A
10618A,APAC First Coast Division,SP 12.5,Fine,5.1,PG 76 22 (PMA),D,0.00,0.00,0.00,41.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,20.00,100.00,SPM 12 10618A
10619A,APAC First Coast Division,SP 12.5,Fine,5.3,PG 76 22 (PMA),C,0.00,0.00,0.00,41.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,20.00,100.00,SPM 12 10619A
10620A,Tampa Pavement Constructors,SP 9.5,Fine,5.3,RA 550,C,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,0.00,0.00,0.00,13.00,43.00,100.00,SP 12 10620A
10621A,APAC Central Fla. Division,FC 12.5,Fine,5.2,ARB 5,D,0.00,0.00,0.00,42.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,20.00,100.00,SP 12 10621A
10622A,Orlando Paving Co.,SP 12.5,Fine,4.9,RA 1000,E,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,0.00,6.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,0.00,16.00,30.00,100.00,SP 12 10622A
10623A,Anderson Columbia,SP 12.5,Fine,5.4,PG 76 22 (PMA),C,0.00,0.00,0.00,47.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,15.00,100.00,SPM 12 10623A
10624A,Anderson Columbia,SP 12.5,Fine,5.4,PG 64 22,C,0.00,0.00,0.00,47.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,15.00,100.00,SP 12 10624A
10625A,Anderson Columbia,FC 12.5,Fine,5.4,PG 76 22 (PMA),C,0.00,0.00,0.00,47.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,15.00,100.00,SPM 12 10625A
10626A,Anderson Columbia,FC 12.5,Fine,5.4,ARB 5,C,0.00,0.00,0.00,47.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,15.00,100.00,SP 12 10626A
10627A,Anderson Columbia,SP 12.5,Fine,5.4,PG 64 22,C,0.00,0.00,0.00,47.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,15.00,100.00,SPW 12 10627A
10629A,Anderson Columbia,SP 12.5,Fine,5.3,PG 76 22 (PMA),C,0.00,0.00,39.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,20.00,100.00,SPM 12 10629A
10628A,APAC Central Fla. Division,SP 12.5,Fine,5.3,RA 750,C,0.00,0.00,0.00,37.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,35.00,100.00,SP 12 10628A
10630A,Ranger Construction,SP 12.5,Fine,6.5,PG 64 22,A,28.00,37.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00,100.00,SP 12 10630A
10631A,Ranger Construction,SP 9.5,Fine,6.8,PG 64 22,A,26.00,39.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00,100.00,SP 12 10631A
10632A,APAC Central Fla. Division,SP 12.5,Fine,5.2,RA 750,D,0.00,0.00,0.00,37.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,35.00,100.00,SP 12 10632A
10634A,Better Roads Inc.,SP 9.5,Fine,8.0,RA 1500,C,33.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,25.00,100.00,SP 12 10634A
10635A,Anderson Columbia,SP 12.5,Fine,5.1,RA 1500,C,0.00,0.00,0.00,34.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,20.00,100.00,SP 12 10635A
10636A,Anderson Columbia,FC 12.5,Fine,5.1,PG 76 22 (PMA),C,0.00,0.00,0.00,34.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,20.00,100.00,SPM 12 10636A
10637A,Anderson Columbia,FC 12.5,Fine,5.1,ARB 5,C,0.00,0.00,0.00,34.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,20.00,100.00,SP 12 10637A
10638A,Ranger Construction,SP 9.5,Fine,6.7,RA 1000,A,22.00,38.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,100.00,SP 12 10638A
10639A,Anderson Columbia,SP 9.5,Fine,5.8,PG 76 22 (PMA),C,0.00,0.00,33.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,16.00,100.00,SPM 12 10639A
10640A,APAC First Coast Division,SP 9.5,Fine,5.8,RA 750,C,0.00,0.00,0.00,31.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,36.00,100.00,SP 12 10640A
10641A,APAC First Coast Division,FC 9.5,Fine,5.8,PG 76 22 (PMA),C,0.00,0.00,0.00,38.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,20.00,100.00,SPM 12 10641A
10642A,Lane Construction,SP 12.5,Fine,5.4,RA 550,C,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,7.00,35.00,100.00,SP 12 10642A
10643A,APAC Central Fla. Division,SP 12.5,Fine,7.0,PG 76 22 (PMA),D,48.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,100.00,SPM 12 10643A
10644A,Tampa Pavement Constructors,SP 12.5,Fine,4.9,RA 1500,C,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,12.00,25.00,100.00,SP 12 10644A
10645A,Community Asphalt Corp.,SP 12.5,Fine,6.0,PG 76 22 (PMA),D,41.00,39.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,100.00,SPM 12 10645A
10646A,APAC Central Fla. Division,FC 12.5,Fine,5.3,PG 76 22 (PMA),C,0.00,0.00,0.00,42.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,20.00,100.00,SPM 12 10646A
10647A,APAC Central Fla. Division,FC 12.5,Fine,5.1,PG 76 22 (PMA),D,0.00,0.00,0.00,42.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,20.00,100.00,SPM 12 10647A
10648A,Ajax Paving Industries Inc.,SP 12.5,Fine,5.7,PG 64 22,D,0.00,22.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.00,0.00,0.00,0.00,0.00,0.00,15.00,100.00,SP 12 10648A
10649A,Ajax Paving Industries Inc.,SP 12.5,Fine,6.6,PG 76 22 (PMA),D,40.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,20.00,100.00,SPM 12 10649A
10650A,APAC Central Fla. Division,SP 9.5,Fine,5.5,RA 750,C,0.00,0.00,0.00,36.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,35.00,100.00,SP 12 10650A
10651A,APAC Central Fla. Division,FC 9.5,Fine,5.8,PG 76 22 (PMA),C,0.00,0.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,20.00,100.00,SPM 12 10651A
10652A,Ranger Construction,SP 9.5,Fine,6.2,RA 1000,C,26.00,34.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,100.00,SP 12 10652A
10653A,APAC Central Fla. Division,SP 19.0,Fine,7.0,PG 76 22 (PMA),D,49.00,31.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,100.00,SPM 12 10653A
10654A,APAC Central Fla. Division,SP 12.5,Fine,6.8,RA 1500,D,39.00,26.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00,100.00,SP 12 10654A
10655A,APAC Central Fla. Division,FC 12.5,Fine,5.5,ARB 5,C,0.00,0.00,0.00,42.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,20.00,100.00,SP 12 10655A
10656A,APAC Central Fla. Division,SP 12.5,Fine,5.5,PG 76 22 (PMA),C,0.00,0.00,0.00,42.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,20.00,100.00,SPM 12 10656A
10657A,APAC Central Fla. Division,SP 12.5,Fine,5.5,PG 64 22,C,0.00,0.00,0.00,42.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,20.00,100.00,SP 12 10657A
10659A,Ajax Paving Industries Inc.,SP 12.5,Fine,6.6,PG 76 22 (PMA),E,40.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,20.00,100.00,SPM 12 10659A
10660A,General Asphalt of Lakeland,SP 12.5,Fine,6.8,PG 76 22 (PMA),D,35.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,100.00,SPM 12 10660A
10661A,APAC First Coast Division,FC 12.5,Fine,5.3,PG 76 22 (PMA),D,0.00,0.00,0.00,42.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,20.00,100.00,SPM 12 10661A
10662A,APAC Central Fla. Division,SP 12.5,Fine,5.0,RA 750,C,0.00,0.00,27.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,34.00,100.00,SP 12 10662A
10663A,Orlando Paving Co.,FC 12.5,Fine,4.9,PG 76 22 (PMA),C,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.00,0.00,0.00,0.00,0.00,0.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,20.00,100.00,SPM 12 10663A
10664A,Anderson Columbia,SP 9.5,Fine,5.8,PG 64 22,C,0.00,0.00,0.00,26.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,20.00,100.00,SP 12 10664A
10665A,Anderson Columbia,FC 9.5,Fine,5.8,PG 76 22 (PMA),C,0.00,0.00,0.00,26.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,20.00,100.00,SPM 12 10665A
10666A,Anderson Columbia,FC 9.5,Fine,5.8,ARB 5,C,0.00,0.00,0.00,26.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,20.00,100.00,SP 12 10666A
10667A,John C. Hipp Construction,SP 12.5,Fine,5.5,PG 76 22 (PMA),C,0.00,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,100.00,SPM 12 10667A
10668A,John C. Hipp Construction,SP 9.5,Fine,5.7,PG 76 22 (PMA),C,0.00,0.00,0.00,45.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,100.00,SPM 12 10668A
10669A,APAC Central Fla. Division,SP 12.5,Fine,5.0,RA 750,D,0.00,0.00,27.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,34.00,100.00,SP 12 10669A
10670A,General Asphalt of Lakeland,SP 9.5,Fine,7.3,PG 64 22,B,46.00,34.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,100.00,SP 12 10670A
10671A,APAC Central Fla. Division,FC 9.5,Fine,5.7,ARB 5,C,0.00,0.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,20.00,100.00,SP 12 10571A
10672A,Ajax Paving Industries Inc.,SP 12.5,Fine,5.8,RA 1000,D,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,30.00,100.00,SP 12 10672A
10673A,APAC Central Fla. Division,SP 12.5,Fine,5.2,PG 76 22 (PMA),D,0.00,0.00,0.00,42.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,20.00,100.00,SP 12 10673A
10674A,Anderson Columbia,SP 12.5,Fine,5.5,RA 1000,C,0.00,0.00,0.00,29.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,100.00,SP 12 10674A
10675A,Orlando Paving Co.,SP 12.5,Fine,5.0,PG 76 22 (PMA),D,0.00,0.00,0.00,46.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,20.00,100.00,SPM 12 10675A
10676A,Better Roads Inc.,SP 12.5,Fine,5.9,RA 750,C,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00,0.00,0.00,0.00,0.00,0.00,35.00,100.00,SP 12 10676A
10677A,Better Roads Inc.,SP 9.5,Fine,5.9,RA 750,C,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00,0.00,0.00,0.00,0.00,8.00,35.00,100.00,SP 12 10677A
10678A,APAC Central Fla. Division,FC 12.5,Fine,5.7,PG 76 22 (PMA),C,0.00,0.00,0.00,52.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,100.00,SPM 12 10678A
10679A,APAC Central Fla. Division,FC 12.5,Fine,5.5,PG 76 22 (PMA),D,0.00,0.00,0.00,52.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,100.00,SPM 12 10679A
10680A,APAC Central Fla. Division,SP 9.5,Fine,5.8,PG 76 22 (PMA),C,0.00,0.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,20.00,100.00,SPM 12 10680A
10681A,H & R Paving,FC 12.5,Fine,7.2,PG 76 22 (PMA),D,53.00,47.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,SPM 12 10681A
10682A,H & R Paving,SP 12.5,Fine,7.2,PG 76 22 (PMA),D,53.00,47.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,SPM 12 10682A
10683A,John C. Hipp Construction,SP 9.5,Fine,6.0,PG 76 22 (PMA),C,0.00,0.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,15.00,100.00,SPM 12 10683A
10684A,Ajax Paving Industries Inc.,SP 12.5,Fine,6.0,RA 1000,C,0.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00,0.00,0.00,0.00,0.00,0.00,32.00,100.00,SP 12 10684A
10685A,Anderson Columbia,SP 9.5,Fine,5.8,PG 76 22 (PMA),C,0.00,0.00,0.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,20.00,100.00,SPM 12 10685A
10686A,Anderson Columbia,SP 9.5,Fine,5.8,PG 64 22,C,0.00,0.00,0.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,20.00,100.00,SP 12 10686A
10687A,Anderson Columbia,FC 9.5,Fine,5.8,PG 76 22 (PMA),C,0.00,0.00,0.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,20.00,100.00,SPM 12 10687A
10688A,Anderson Columbia,FC 9.5,Fine,5.8,ARB 5,C,0.00,0.00,0.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,20.00,100.00,SP 12 10688A
10689A,APAC Central Fla. Division,SP 9.5,Fine,5.7,PG 76 22 (PMA),C,0.00,0.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,20.00,100.00,SPM 12 10689A
10690A,APAC Central Fla. Division,SP 9.5,Fine,5.7,PG 64 22,C,0.00,0.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,20.00,100.00,SP 12 10690A
10691A,APAC First Coast Division,SP 12.5,Fine,5.2,RA 750,D,0.00,0.00,0.00,36.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,34.00,100.00,SP 12 10691A
10692A,APAC First Coast Division,SP 12.5,Fine,5.2,RA 750,C,0.00,0.00,0.00,36.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,34.00,100.00,SP 12 10692A
10693A,Ranger Construction,FC 12.5,Fine,6.2,ARB 5,C,58.00,42.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,SP 12 10693A
10694A,Ranger Construction,SP 12.5,Fine,6.2,PG 76 22 (PMA),D,53.00,47.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,SPM 12 10694A
10695A,APAC Central Fla. Division,FC 9.5,Fine,6.0,PG 76 22 (PMA),C,0.00,0.00,0.00,48.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,100.00,SPM 12 10695A
10696A,APAC First Coast Division,FC 12.5,Fine,5.1,PG 76 22 (PMA),D,0.00,0.00,0.00,41.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,20.00,100.00,SPM 12 10696A
10697A,APAC First Coast Division,SP 9.5,Fine,5.7,RA 750,C,0.00,0.00,0.00,34.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,38.00,100.00,SP 12 10697A
10698A,APAC First Coast Division,FC 9.5,Fine,5.8,PG 76 22 (PMA),C,0.00,0.00,0.00,38.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,20.00,100.00,SPM 12 10698A
10699A,APAC First Coast Division,FC 12.5,Fine,5.4,PG 76 22 (PMA),C,0.00,0.00,0.00,41.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,20.00,100.00,SPM 12 10699A
10700A,APAC First Coast Division,SP 12.5,Fine,5.3,PG 67 22,C,0.00,0.00,0.00,37.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,100.00,SP 12 10700A
10701A,Asphalt Group Inc.,FC 12.5,Fine,6.0,PG 76 22 (PMA),D,54.00,46.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,SPM 12 10701A
